team,player,touches_for,touches_opp_box_for,passes_attempted_for,passes_completed_for,open_play_passes_for,passes_forward_for,passes_backward_for,passes_sideways_for,passes_opp_half_for,passes_own_half_for,crosses_attempted_for,crosses_completed_for,crosses_all_for,crosses_all_completed_for,long_passes_attempted_for,long_passes_completed_for,through_balls_for,passes_final_third_for,passes_final_third_completed_for,passes_from_final_third_for,passes_into_final_third_for,progressive_passes_for,passes_outside_own_third_for,corners_for,chances_created_for,assists_for,shots_for,shots_on_target_for,shots_off_target_for,shots_blocked_for,shots_in_box_for,shots_outside_box_for,shots_on_target_in_box_for,shots_on_target_outside_box_for,goals_for,goals_in_box_for,goals_outside_box_for,goals_from_shots_for,own_goals_for,own_goals_in_box_for,own_goals_outside_box_for,take_ons_for,take_ons_won_for,aerials_for,aerials_won_for,ground_duels_for,ground_duels_won_for,duels_contested_for,duels_won_for,smothers_for,tackles_for,interceptions_for,clearances_for,ball_recoveries_for,blocked_passes_for,pressing_actions_for,recovery_actions_for,pressing_actions_outside_own_third_for,missed_tackles_for,fouls_committed_for,fouls_won_for,possession_lost_for,sequences_for,sequence_passes_for,sequence_seconds_for,sequence_progress_m_for,sequence_length_m_for,sequence_start_x_m_for,build_up_attacks_for,direct_attacks_for,high_turnovers_for,high_turnover_shots_for,sequence_pressed_for,shot_ending_sequences_for,minutes,appearances,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,cross_accuracy_all_pct_for,final_third_pass_accuracy_pct_for,conversion_pct_for,shot_conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for
Chelsea,Emiliano Martínez,170,0,122,71,85,107,0,15,0,71,0,0,0,0,80,30,0,32,11,0,11,1,122,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,5,1,0,0,1,1,0,0,2,0,0,0,3,51,74.0,233.0,815.0,2043.93,4017.0116003101903,759.99,0.0,2.0,0.0,0.0,17.0,5.0,381.0,4,58.2,,37.5,,,34.38,,,,100.0,100.0,100.0
Chelsea,Enzo Fernández,25,0,21,19,21,8,7,6,10,9,0,0,0,0,2,1,0,4,3,1,3,4,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,3,1,1,3,1,0,0,1,3,5.0,22.0,59.0,47.67,440.869189162183,276.99,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,90.48,,50.0,,,75.0,,,,,50.0,50.0
Chelsea,Estêvão,24,4,16,12,15,3,8,5,10,2,1,0,2,0,2,2,0,7,5,6,2,2,10,2,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,4,2,5,2,0,1,0,0,1,0,2,1,0,1,0,1,6,6.0,19.0,48.0,83.57999999999998,270.0667969148947,407.085,0.0,1.0,0.0,0.0,1.0,0.0,47.0,4,75.0,0.0,100.0,100.0,0.0,71.43,0.0,0.0,0.0,0.0,50.0,40.0
Chelsea,Geovany Quenda,20,3,15,12,15,2,5,8,10,2,2,0,2,0,0,0,0,7,5,9,0,1,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,5.0,13.0,40.0,95.23500000000001,207.8338284199204,331.695,0.0,1.0,0.0,0.0,0.0,0.0,39.0,2,80.0,0.0,,,0.0,71.43,0.0,0.0,,,,
Chelsea,Jordan Henderson,92,0,76,68,71,19,15,42,41,27,6,1,10,1,6,1,0,25,19,17,4,5,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,2,0,1,0,1,7,1,2,8,2,0,0,0,8,22.0,56.0,115.0,146.36999999999998,653.456427976345,1501.395,0.0,1.0,1.0,0.0,2.0,2.0,96.0,1,89.47,16.67,16.67,,10.0,76.0,,,100.0,0.0,100.0,66.67
Chelsea,Jorrel Hato,125,6,68,53,68,20,28,20,32,21,0,0,0,0,7,1,0,17,15,22,1,5,46,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,8,4,16,11,24,15,0,7,2,8,9,2,14,17,7,2,1,2,23,40.0,99.0,266.0,267.015,1442.9380853871305,1838.3400000000001,1.0,2.0,0.0,0.0,12.0,5.0,263.0,4,77.94,,14.29,,,88.24,0.0,0.0,66.67,50.0,68.75,62.5
Chelsea,Josh Acheampong,114,3,78,63,78,27,26,25,34,29,1,0,1,0,9,2,0,29,20,19,8,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,16,8,20,9,0,7,1,12,7,0,13,19,6,3,2,1,18,30.0,87.0,245.0,161.7,1222.9505027053638,1435.98,1.0,1.0,1.0,0.0,6.0,3.0,242.0,4,80.77,0.0,22.22,,0.0,68.97,,,0.0,25.0,50.0,45.0
Chelsea,João Pedro,162,29,84,56,83,28,20,36,49,7,3,1,3,1,4,2,1,49,29,40,6,8,44,0,7,4,11,3,4,4,9,2,3,0,3,3,0,3,1,1,0,12,7,26,14,37,20,63,34,0,1,0,3,5,6,14,8,13,2,5,12,55,22.0,36.0,70.0,58.16999999999999,391.46334033322137,1280.475,0.0,0.0,1.0,0.0,2.0,1.0,379.0,4,66.67,33.33,50.0,42.86,33.33,59.18,27.27,27.27,58.33,53.85,54.05,53.97
Chelsea,Levi Colwill,239,5,193,168,175,91,21,81,57,111,0,0,0,0,9,1,0,30,22,12,14,27,181,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,12,9,8,5,20,14,0,3,4,17,15,0,10,32,6,1,2,1,28,70.0,272.0,710.0,1080.24,4150.742911372496,2877.0,2.0,2.0,0.0,0.0,12.0,7.0,357.0,4,87.05,,11.11,,,73.33,0.0,0.0,100.0,75.0,62.5,70.0
Chelsea,Mahdi Nicoll-Jazuli,11,0,9,8,9,3,0,6,4,4,0,0,0,0,0,0,0,2,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,0,2,0,0,0,0,2,0,0,0,0,0,1,2.0,3.0,1.0,-3.15,14.225149700442522,70.97999999999999,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1,88.89,,,,,100.0,,,,100.0,100.0,100.0
Chelsea,Malo Gusto,169,5,108,88,108,41,27,40,60,28,9,4,12,4,9,0,0,40,33,30,11,14,78,3,1,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,6,4,11,5,17,9,0,4,4,7,13,3,15,20,6,3,1,0,28,45.0,113.0,243.0,417.06000000000006,1521.8326275001814,2146.725,1.0,0.0,0.0,0.0,10.0,1.0,282.0,4,81.48,44.44,0.0,0.0,33.33,82.5,0.0,0.0,100.0,66.67,45.45,52.94
Chelsea,Maxence Lacroix,253,5,186,167,181,78,24,84,44,123,0,0,0,0,12,6,0,19,10,3,9,21,183,0,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,12,18,12,42,24,0,10,6,26,8,3,23,34,9,1,3,2,26,48.0,182.0,525.0,797.895,2984.3895650477193,1767.255,2.0,4.0,0.0,0.0,11.0,3.0,390.0,5,89.78,,50.0,0.0,,52.63,0.0,0.0,,50.0,66.67,57.14
Chelsea,Moisés Caicedo,2,0,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,10.0,42.42000000000001,61.9816088778372,61.949999999999996,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,100.0,,,,,,,,,,,
Chelsea,Morgan Rogers,228,29,135,105,133,38,32,65,87,18,6,1,7,1,10,8,0,75,58,64,10,16,71,1,9,6,15,5,4,6,8,7,3,2,3,2,1,3,0,0,0,20,9,19,8,43,21,62,29,0,5,0,4,23,3,15,27,12,2,5,7,58,45.0,62.0,142.0,174.195,756.1046940594586,2794.89,0.0,1.0,3.0,0.0,7.0,12.0,454.0,5,77.78,16.67,80.0,55.56,14.29,77.33,20.0,20.0,45.0,42.11,48.84,46.77
Chelsea,Pedro Neto,196,21,108,90,100,29,42,37,78,12,17,4,21,6,5,0,0,61,48,68,1,15,40,9,5,4,7,4,2,1,6,1,4,0,1,1,0,1,0,0,0,15,7,7,2,34,14,41,16,0,6,5,4,14,0,20,18,10,4,5,1,39,48.0,137.0,368.0,152.56500000000003,1917.879659367657,3351.3900000000003,0.0,0.0,2.0,0.0,8.0,4.0,337.0,5,83.33,23.53,0.0,66.67,28.57,78.69,14.29,14.29,46.67,28.57,41.18,39.02
Chelsea,Pep Chavarría,171,5,105,88,105,26,43,36,55,33,8,0,8,0,9,4,0,29,24,32,6,6,73,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,13,7,20,8,0,5,4,7,7,1,14,14,9,1,3,2,23,51.0,145.0,334.0,251.79000000000002,1850.5660473533903,2345.91,0.0,1.0,1.0,1.0,11.0,3.0,236.0,5,83.81,0.0,44.44,0.0,0.0,82.76,0.0,0.0,0.0,14.29,53.85,40.0
Chelsea,Reece James,249,3,188,172,180,79,37,72,91,81,5,1,15,2,17,13,0,43,35,27,16,37,161,10,2,1,8,4,1,3,1,7,1,3,0,0,0,0,0,0,0,2,0,3,3,13,4,16,7,0,2,2,7,15,3,11,22,7,1,3,2,25,61.0,173.0,415.0,479.53499999999997,2456.8484930167965,3741.255,1.0,0.0,0.0,0.0,7.0,7.0,312.0,4,91.49,20.0,76.47,80.0,13.33,81.4,0.0,0.0,0.0,100.0,30.77,43.75
Chelsea,Robert Sánchez,39,0,29,13,18,28,0,1,0,13,0,0,0,0,24,8,0,13,4,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16.0,19.0,55.0,240.66,332.5092663966381,175.35,0.0,0.0,0.0,0.0,3.0,0.0,94.0,1,44.83,,33.33,,,30.77,,,,,,
Chelsea,Roméo Lavia,154,2,113,100,111,48,18,47,49,51,0,0,0,0,3,2,0,22,18,15,7,14,98,0,2,1,2,2,0,0,2,0,2,0,1,1,0,1,0,0,0,3,1,3,1,18,12,21,13,0,6,6,4,15,4,19,19,13,1,2,5,19,33.0,119.0,287.0,379.155,1752.0761857604523,1657.635,1.0,2.0,2.0,0.0,6.0,5.0,258.0,4,88.5,,66.67,100.0,,81.82,50.0,50.0,33.33,33.33,66.67,61.9
Chelsea,Valentín Barco,106,3,83,76,82,33,18,32,44,32,3,0,3,0,5,3,0,20,16,14,7,11,69,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,2,14,7,17,9,0,3,4,0,5,1,10,5,6,0,2,4,12,15.0,103.0,262.0,122.64000000000001,1547.4452139691682,796.9499999999999,1.0,1.0,2.0,0.0,2.0,1.0,128.0,3,91.57,0.0,60.0,0.0,0.0,80.0,0.0,0.0,0.0,66.67,50.0,52.94
Chelsea,Wesley Fofana,243,2,170,156,166,82,33,55,69,87,1,0,1,0,10,6,0,40,34,21,18,28,149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,9,22,14,35,23,0,7,10,28,11,2,24,39,11,1,4,6,21,56.0,232.0,660.0,1021.86,3521.9411096342888,2326.17,3.0,3.0,2.0,0.0,12.0,3.0,316.0,4,91.76,0.0,60.0,,0.0,85.0,,,50.0,69.23,63.64,65.71
Coventry,Aurèle Amenda,199,6,162,137,156,87,37,38,38,99,0,0,0,0,26,17,0,36,23,16,15,22,146,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19,14,11,2,30,16,0,1,3,16,11,2,13,27,4,1,6,0,28,44.0,149.0,419.0,575.505,2289.39352536874,1736.91,0.0,0.0,0.0,0.0,13.0,2.0,380.0,4,84.57,,65.38,0.0,,63.89,0.0,0.0,100.0,73.68,18.18,53.33
Coventry,Bobby Thomas,258,15,178,142,176,92,39,47,24,118,1,0,1,0,26,9,0,43,23,18,14,21,160,0,2,0,10,0,8,2,8,2,0,0,0,0,0,0,0,0,0,1,1,23,15,20,12,43,27,0,3,7,37,16,1,19,53,7,3,5,8,37,57.0,223.0,595.0,828.24,3382.5324080745927,2581.5299999999997,1.0,2.0,0.0,0.0,9.0,7.0,458.0,5,79.78,0.0,34.62,0.0,0.0,53.49,0.0,0.0,100.0,65.22,60.0,62.79
Coventry,Brandon Thomas-Asante,101,8,38,22,38,15,8,15,17,5,3,0,3,0,1,0,0,24,13,21,3,5,17,0,0,0,5,3,2,0,3,2,1,2,0,0,0,0,0,0,0,9,4,22,7,27,16,49,23,0,3,9,4,12,0,16,16,7,4,0,9,32,17.0,23.0,60.0,123.16499999999998,395.2305146364674,991.515,0.0,0.0,0.0,0.0,2.0,0.0,252.0,5,57.89,0.0,0.0,60.0,0.0,54.17,0.0,0.0,44.44,31.82,59.26,46.94
Coventry,Caleb Yirenkyi,140,2,102,87,102,36,40,26,42,45,3,1,3,1,8,3,0,27,20,17,9,9,85,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,13,8,21,6,34,14,0,1,2,5,13,2,16,18,8,2,9,4,24,36.0,98.0,234.0,26.775,1291.6846722909472,1573.74,0.0,0.0,0.0,0.0,10.0,0.0,278.0,5,85.29,33.33,37.5,,33.33,74.07,0.0,0.0,25.0,61.54,28.57,41.18
Coventry,Carl Rushworth,264,0,209,113,133,194,0,15,0,113,0,0,0,0,148,55,0,66,19,0,19,5,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,6,6,3,0,0,3,8,0,0,11,0,0,0,1,96,112.0,259.0,819.0,2840.355,4658.709059133302,1246.77,0.0,0.0,0.0,0.0,17.0,2.0,476.0,5,54.07,,37.16,,,28.79,,,100.0,100.0,100.0,100.0
Coventry,Ellis Simms,31,3,19,12,19,3,7,9,7,5,0,0,0,0,1,0,0,8,5,8,1,0,11,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,9,6,6,2,15,8,0,0,0,1,2,0,3,3,2,1,2,1,13,7.0,7.0,22.0,20.265000000000004,92.27335142728867,475.65000000000003,0.0,0.0,0.0,0.0,1.0,2.0,117.0,3,63.16,,0.0,100.0,,62.5,0.0,0.0,50.0,66.67,33.33,53.33
Coventry,Ephron Mason-Clark,86,7,39,27,38,9,14,16,19,8,9,1,9,1,1,0,0,20,15,22,0,1,17,1,4,3,4,2,0,2,3,1,2,0,0,0,0,0,0,0,0,4,0,17,7,19,4,36,11,0,0,0,6,9,2,9,15,6,0,7,4,26,17.0,24.0,56.0,18.69000000000001,248.64366935924755,1030.47,0.0,0.0,0.0,0.0,5.0,2.0,231.0,4,69.23,11.11,0.0,100.0,11.11,75.0,0.0,0.0,0.0,41.18,21.05,30.56
Coventry,Ethan Pinnock,124,3,65,52,65,31,20,14,14,38,1,0,1,0,12,5,0,9,6,4,3,3,61,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19,10,7,3,26,13,0,3,4,30,4,1,11,34,7,2,1,0,16,37.0,87.0,210.0,418.215,1409.908616015668,1511.475,1.0,0.0,1.0,0.0,10.0,4.0,305.0,4,80.0,0.0,41.67,0.0,0.0,66.67,0.0,0.0,0.0,52.63,42.86,50.0
Coventry,Frank Onyeka,120,3,85,59,85,33,17,35,27,32,1,0,1,0,14,8,0,20,11,12,5,6,73,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,3,21,11,24,14,0,5,6,3,14,3,23,17,12,2,7,6,31,33.0,59.0,146.0,240.87,852.7766582647527,1573.845,0.0,1.0,2.0,0.0,8.0,1.0,324.0,4,69.41,0.0,57.14,100.0,0.0,55.0,0.0,0.0,0.0,100.0,52.38,58.33
Coventry,Gustavo Hamer,26,0,21,17,21,8,7,6,11,6,0,0,1,0,2,1,0,10,8,6,3,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,6,1,9,2,0,1,0,0,2,0,4,2,4,0,3,0,6,3.0,9.0,12.0,0.10500000000000043,109.94717088610473,175.665,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3,80.95,,50.0,,0.0,80.0,,,0.0,33.33,16.67,22.22
Coventry,Jack Rudoni,175,7,101,77,100,40,31,30,54,23,4,2,14,8,5,2,2,46,27,40,4,17,61,6,9,8,6,3,2,1,4,2,3,0,0,0,0,0,0,0,0,9,1,14,8,30,10,44,18,0,4,3,4,21,4,21,25,18,5,5,5,45,45.0,87.0,189.0,157.07999999999998,1076.2747504626022,3046.2599999999998,0.0,2.0,4.0,0.0,6.0,7.0,302.0,5,76.24,50.0,40.0,60.0,57.14,58.7,0.0,0.0,11.11,57.14,33.33,40.91
Coventry,Jay Dasilva,232,2,153,126,152,61,45,47,89,37,11,3,11,3,7,1,0,59,45,49,17,21,104,0,4,4,3,2,1,0,2,1,2,0,1,1,0,1,0,0,0,10,7,10,4,20,11,30,15,0,4,4,13,14,1,13,27,7,2,2,0,37,61.0,198.0,481.0,660.2399999999999,2783.0136041663036,3130.575,0.0,0.0,1.0,0.0,7.0,4.0,465.0,5,82.35,27.27,14.29,66.67,27.27,76.27,33.33,33.33,70.0,40.0,55.0,50.0
Coventry,Joel Latibeaudiere,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,,,,,,,,,,,,
Coventry,Loum Tchaouna,104,5,65,49,64,17,24,24,34,15,7,1,12,2,6,1,0,27,17,28,1,2,37,3,3,3,6,2,2,2,2,4,2,0,0,0,0,0,0,0,0,6,2,4,2,13,6,17,8,0,1,0,5,11,1,4,16,2,1,1,3,22,25.0,69.0,217.0,206.63999999999996,1022.1701236867062,1494.2549999999999,0.0,2.0,0.0,0.0,5.0,5.0,223.0,4,75.38,14.29,16.67,50.0,16.67,62.96,0.0,0.0,33.33,50.0,46.15,47.06
Coventry,Matt Grimes,302,0,243,204,235,111,57,75,103,101,6,1,17,3,23,7,0,70,48,37,20,25,206,8,2,1,4,0,2,2,0,4,0,0,0,0,0,0,0,0,0,1,0,10,6,23,14,33,20,0,9,2,8,16,1,20,24,15,5,3,5,41,88.0,239.0,583.0,172.20000000000005,3603.9088617696493,5221.2300000000005,0.0,0.0,1.0,0.0,9.0,8.0,463.0,5,83.95,16.67,30.43,0.0,17.65,68.57,0.0,0.0,0.0,60.0,60.87,60.61
Coventry,Milan van Ewijk,197,7,115,99,115,41,41,33,58,41,4,3,4,3,11,6,0,38,31,31,8,14,84,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,4,25,9,31,13,0,6,5,14,13,6,24,27,10,3,4,2,28,71.0,246.0,656.0,733.95,3618.307168380361,3443.265,0.0,0.0,0.0,0.0,11.0,5.0,380.0,4,86.09,75.0,54.55,,75.0,81.58,,,14.29,66.67,36.0,41.94
Coventry,Sidiki Cherif,12,0,4,4,4,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,5,3,0,0,1,0,0,0,1,0,0,0,0,1,3,2.0,3.0,11.0,-6.7200000000000095,50.275818807429204,102.58500000000001,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1,100.0,,,,,,,,0.0,66.67,50.0,60.0
Coventry,Stephen Mfuni,45,2,32,26,31,9,11,12,6,20,0,0,0,0,4,2,0,5,2,2,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,2,9,6,0,1,1,5,3,1,5,8,0,1,1,0,8,9.0,46.0,125.0,180.18,777.3522968642992,290.53499999999997,0.0,0.0,0.0,0.0,2.0,0.0,96.0,1,81.25,,50.0,,,40.0,,,100.0,100.0,40.0,66.67
Coventry,Taiwo Awoniyi,70,12,38,31,38,6,13,19,21,10,0,0,0,0,1,1,0,9,7,11,1,1,27,0,2,0,6,2,3,1,5,1,2,0,0,0,0,0,0,0,0,6,4,12,2,14,7,26,9,0,1,1,2,7,1,7,9,6,1,3,2,20,10.0,18.0,52.0,53.654999999999994,304.6365052392236,571.725,0.0,0.0,0.0,0.0,1.0,2.0,286.0,4,81.58,,100.0,40.0,,77.78,0.0,0.0,66.67,16.67,50.0,34.62
Coventry,Tatsuhiro Sakamoto,27,2,12,11,12,2,6,4,11,0,3,1,3,1,0,0,0,6,5,6,0,1,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,4,3,0,2,0,0,2,1,3,2,2,0,0,0,6,5.0,5.0,12.0,10.185000000000008,54.00507597895263,313.74,0.0,0.0,1.0,0.0,1.0,0.0,37.0,1,91.67,33.33,,,33.33,83.33,0.0,0.0,0.0,100.0,66.67,75.0
Coventry,Victor Torp,43,0,30,27,30,10,12,8,23,4,2,1,5,1,1,0,0,11,10,9,4,2,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,1,2,1,4,3,1,1,1,0,6,11.0,31.0,73.0,101.64,388.2594093417967,670.95,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3,90.0,50.0,0.0,,20.0,90.91,,,,,0.0,0.0
Crystal Palace,Adam Wharton,291,3,214,165,208,117,29,68,77,88,1,1,7,1,18,10,2,73,48,41,24,30,173,5,7,4,4,1,1,2,0,4,0,1,0,0,0,0,0,0,0,2,1,4,1,32,21,36,22,0,10,6,9,15,2,22,24,17,3,1,10,64,70.0,167.0,348.0,638.505,2147.42244881726,4026.54,1.0,1.0,6.0,2.0,8.0,8.0,455.0,5,77.1,100.0,55.56,50.0,14.29,65.75,0.0,0.0,50.0,25.0,65.62,61.11
Crystal Palace,Anan Khalaili,288,11,149,116,148,66,42,41,64,52,12,1,12,1,18,10,1,47,31,38,12,16,111,0,3,2,7,1,5,1,5,2,1,0,1,1,0,1,0,0,0,13,6,9,5,49,28,58,33,0,21,6,20,26,6,47,46,17,10,4,1,47,76.0,264.0,660.0,709.8,4001.1141378117295,3233.79,1.0,1.0,1.0,1.0,17.0,6.0,399.0,5,77.85,8.33,55.56,16.67,8.33,65.96,14.29,14.29,46.15,55.56,57.14,56.9
Crystal Palace,Axel Disasi,115,1,90,80,79,37,7,46,2,78,0,0,0,0,13,7,1,11,5,1,4,5,89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,12,6,18,9,0,5,6,7,11,1,17,18,6,2,3,0,12,30.0,81.0,174.0,470.505,1143.1998634141835,715.785,0.0,1.0,1.0,0.0,9.0,2.0,211.0,3,88.89,,53.85,,,45.45,,,100.0,50.0,50.0,50.0
Crystal Palace,Ben Chilwell,19,2,10,8,9,4,4,2,6,2,1,0,1,0,1,0,1,5,3,4,0,0,6,0,0,0,2,1,1,0,2,0,1,0,1,1,0,1,0,0,0,1,1,0,0,3,3,3,3,0,0,0,1,0,0,0,1,0,0,0,2,2,5.0,16.0,34.0,63.315,148.02557093329878,167.47500000000002,0.0,0.0,0.0,0.0,2.0,0.0,40.0,2,80.0,0.0,0.0,50.0,0.0,60.0,50.0,50.0,100.0,,100.0,100.0
Crystal Palace,Chadi Riad,61,0,49,46,49,19,14,16,13,33,0,0,0,0,3,2,0,7,6,1,5,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,1,6,3,0,1,1,5,3,1,5,8,5,0,2,0,6,8.0,17.0,37.0,79.06500000000003,200.24259667948004,441.945,0.0,0.0,1.0,0.0,0.0,0.0,72.0,1,93.88,,66.67,,,85.71,,,0.0,100.0,25.0,50.0
Crystal Palace,Chris Richards,314,1,225,200,211,104,25,96,38,162,2,0,2,0,19,7,1,27,21,9,13,18,216,0,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,4,2,15,6,16,10,31,16,0,8,7,33,16,7,25,49,11,1,2,0,30,72.0,219.0,561.0,1082.76,3189.8142231756,2804.34,0.0,1.0,2.0,1.0,14.0,3.0,474.0,5,88.89,0.0,36.84,100.0,0.0,77.78,0.0,0.0,50.0,40.0,62.5,51.61
Crystal Palace,Daichi Kamada,259,9,199,173,198,80,57,62,88,85,4,1,5,1,9,5,0,66,50,43,18,29,156,1,5,1,4,1,2,1,3,1,1,0,0,0,0,0,0,0,0,5,2,2,2,36,20,38,22,0,11,1,4,23,4,25,27,12,8,1,7,39,51.0,192.0,492.0,603.015,2763.485582050144,2557.17,1.0,3.0,1.0,0.0,8.0,6.0,456.0,5,86.93,25.0,55.56,33.33,20.0,75.76,0.0,0.0,40.0,100.0,55.56,57.89
Crystal Palace,Daniel Muñoz,48,2,31,25,30,7,9,15,14,11,0,0,0,0,3,1,0,6,4,6,2,2,25,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,1,6,3,0,1,1,2,1,1,5,3,3,1,1,0,9,15.0,52.0,158.0,138.075,884.3527062500065,771.54,0.0,1.0,0.0,0.0,2.0,2.0,54.0,1,80.65,,33.33,50.0,,66.67,0.0,0.0,,66.67,33.33,50.0
Crystal Palace,Darío Osorio,4,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,50.0,,,,,100.0,,,,,100.0,100.0
Crystal Palace,Dean Henderson,116,0,80,63,62,43,1,36,0,63,0,0,0,0,24,8,0,5,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,8,0,0,0,0,17,40.0,171.0,581.0,1216.845,2806.7120835440346,266.7,0.0,1.0,0.0,0.0,10.0,3.0,286.0,3,78.75,,33.33,,,0.0,,,,,,
Crystal Palace,Dwight McNeil,46,0,35,29,35,8,7,20,20,9,0,0,0,0,2,1,0,12,10,10,5,6,25,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,2,3,1,5,5,4,2,1,0,10,7.0,40.0,117.0,154.77,618.4858782430119,335.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2,82.86,,50.0,,,83.33,0.0,0.0,,,0.0,0.0
Crystal Palace,Eddie Nketiah,68,8,35,24,35,11,10,14,18,6,0,0,0,0,0,0,1,16,9,16,1,3,19,0,4,2,4,2,2,0,4,0,2,0,0,0,0,0,0,0,0,6,2,11,4,19,7,30,11,0,4,1,1,6,1,11,7,9,2,3,1,24,12.0,14.0,53.0,51.66,277.1679838658485,688.8,0.0,0.0,2.0,1.0,3.0,2.0,179.0,4,68.57,,,50.0,,56.25,0.0,0.0,33.33,36.36,36.84,36.67
